Temperature (Celsius),Resistance (ohms),Sensitivity (ohms-per-degree)
-43.60000000000744,82.8451,0.3962
-43.50000000000744,82.8847,0.3962
-43.40000000000744,82.9243,0.3962
-43.30000000000744,82.9639,0.3962
-43.200000000007435,83.0035,0.3962
-43.100000000007434,83.0432,0.3962
-43.00000000000743,83.0828,0.3962
-42.90000000000743,83.1224,0.3961
-42.80000000000743,83.1620,0.3961
-42.70000000000743,83.2016,0.3961
-42.60000000000743,83.2412,0.3961
-42.500000000007425,83.2808,0.3961
-42.400000000007424,83.3204,0.3961
-42.30000000000742,83.3601,0.3961
-42.20000000000742,83.3997,0.3961
-42.10000000000742,83.4393,0.3960
-42.00000000000742,83.4789,0.3960
-41.90000000000742,83.5185,0.3960
-41.800000000007415,83.5581,0.3960
-41.700000000007414,83.5977,0.3960
-41.60000000000741,83.6373,0.3960
-41.50000000000741,83.6769,0.3960
-41.40000000000741,83.7165,0.3959
-41.30000000000741,83.7561,0.3959
-41.20000000000741,83.7956,0.3959
-41.100000000007405,83.8352,0.3959
-41.000000000007404,83.8748,0.3959
-40.9000000000074,83.9144,0.3959
-40.8000000000074,83.9540,0.3959
-40.7000000000074,83.9936,0.3959
-40.6000000000074,84.0332,0.3958
-40.5000000000074,84.0728,0.3958
-40.400000000007395,84.1123,0.3958
-40.300000000007394,84.1519,0.3958
-40.20000000000739,84.1915,0.3958
-40.10000000000739,84.2311,0.3958
-40.00000000000739,84.2707,0.3958
-39.90000000000739,84.3102,0.3957
-39.80000000000739,84.3498,0.3957
-39.700000000007385,84.3894,0.3957
-39.600000000007384,84.4289,0.3957
-39.50000000000738,84.4685,0.3957
-39.40000000000738,84.5081,0.3957
-39.30000000000738,84.5476,0.3957
-39.20000000000738,84.5872,0.3957
-39.10000000000738,84.6268,0.3956
-39.000000000007375,84.6663,0.3956
-38.900000000007374,84.7059,0.3956
-38.80000000000737,84.7455,0.3956
-38.70000000000737,84.7850,0.3956
-38.60000000000737,84.8246,0.3956
-38.50000000000737,84.8641,0.3956
-38.40000000000737,84.9037,0.3955
-38.300000000007365,84.9432,0.3955
-38.200000000007364,84.9828,0.3955
-38.10000000000736,85.0224,0.3955
-38.00000000000736,85.0619,0.3955
-37.90000000000736,85.1015,0.3955
-37.80000000000736,85.1410,0.3955
-37.70000000000736,85.1805,0.3955
-37.600000000007356,85.2201,0.3954
-37.500000000007354,85.2596,0.3954
-37.40000000000735,85.2992,0.3954
-37.30000000000735,85.3387,0.3954
-37.20000000000735,85.3783,0.3954
-37.10000000000735,85.4178,0.3954
-37.00000000000735,85.4573,0.3954
-36.900000000007346,85.4969,0.3953
-36.800000000007344,85.5364,0.3953
-36.70000000000734,85.5759,0.3953
-36.60000000000734,85.6155,0.3953
-36.50000000000734,85.6550,0.3953
-36.40000000000734,85.6945,0.3953
-36.30000000000734,85.7340,0.3953
-36.200000000007336,85.7736,0.3953
-36.100000000007334,85.8131,0.3952
-36.00000000000733,85.8526,0.3952
-35.90000000000733,85.8921,0.3952
-35.80000000000733,85.9317,0.3952
-35.70000000000733,85.9712,0.3952
-35.60000000000733,86.0107,0.3952
-35.500000000007326,86.0502,0.3952
-35.400000000007324,86.0897,0.3952
-35.30000000000732,86.1292,0.3951
-35.20000000000732,86.1688,0.3951
-35.10000000000732,86.2083,0.3951
-35.00000000000732,86.2478,0.3951
-34.90000000000732,86.2873,0.3951
-34.800000000007316,86.3268,0.3951
-34.700000000007314,86.3663,0.3951
-34.60000000000731,86.4058,0.3950
-34.50000000000731,86.4453,0.3950
-34.40000000000731,86.4848,0.3950
-34.30000000000731,86.5243,0.3950
-34.20000000000731,86.5638,0.3950
-34.100000000007306,86.6033,0.3950
-34.000000000007304,86.6428,0.3950
-33.9000000000073,86.6823,0.3950
-33.8000000000073,86.7218,0.3949
-33.7000000000073,86.7613,0.3949
-33.6000000000073,86.8008,0.3949
-33.5000000000073,86.8403,0.3949
-33.400000000007296,86.8798,0.3949
-33.300000000007294,86.9193,0.3949
-33.20000000000729,86.9588,0.3949
-33.10000000000729,86.9982,0.3949
-33.00000000000729,87.0377,0.3948
-32.90000000000729,87.0772,0.3948
-32.80000000000729,87.1167,0.3948
-32.700000000007286,87.1562,0.3948
-32.600000000007284,87.1956,0.3948
-32.50000000000728,87.2351,0.3948
-32.40000000000728,87.2746,0.3948
-32.30000000000728,87.3141,0.3947
-32.20000000000728,87.3536,0.3947
-32.10000000000728,87.3930,0.3947
-32.000000000007276,87.4325,0.3947
-31.900000000007275,87.4720,0.3947
-31.800000000007273,87.5114,0.3947
-31.70000000000727,87.5509,0.3947
-31.60000000000727,87.5904,0.3947
-31.50000000000727,87.6298,0.3946
-31.400000000007267,87.6693,0.3946
-31.300000000007266,87.7088,0.3946
-31.200000000007265,87.7482,0.3946
-31.100000000007263,87.7877,0.3946
-31.00000000000726,87.8271,0.3946
-30.90000000000726,87.8666,0.3946
-30.80000000000726,87.9061,0.3946
-30.700000000007257,87.9455,0.3945
-30.600000000007256,87.9850,0.3945
-30.500000000007255,88.0244,0.3945
-30.400000000007253,88.0639,0.3945
-30.300000000007252,88.1033,0.3945
-30.20000000000725,88.1428,0.3945
-30.10000000000725,88.1822,0.3945
-30.000000000007248,88.2217,0.3945
-29.900000000007246,88.2611,0.3944
-29.800000000007245,88.3005,0.3944
-29.700000000007243,88.3400,0.3944
-29.600000000007242,88.3794,0.3944
-29.50000000000724,88.4189,0.3944
-29.40000000000724,88.4583,0.3944
-29.300000000007238,88.4977,0.3944
-29.200000000007236,88.5372,0.3944
-29.100000000007235,88.5766,0.3943
-29.000000000007233,88.6160,0.3943
-28.900000000007232,88.6555,0.3943
-28.80000000000723,88.6949,0.3943
-28.70000000000723,88.7343,0.3943
-28.600000000007228,88.7738,0.3943
-28.500000000007226,88.8132,0.3943
-28.400000000007225,88.8526,0.3942
-28.300000000007223,88.8920,0.3942
-28.200000000007222,88.9315,0.3942
-28.10000000000722,88.9709,0.3942
-28.00000000000722,89.0103,0.3942
-27.900000000007218,89.0497,0.3942
-27.800000000007216,89.0891,0.3942
-27.700000000007215,89.1286,0.3942
-27.600000000007213,89.1680,0.3941
-27.500000000007212,89.2074,0.3941
-27.40000000000721,89.2468,0.3941
-27.30000000000721,89.2862,0.3941
-27.200000000007208,89.3256,0.3941
-27.100000000007206,89.3650,0.3941
-27.000000000007205,89.4044,0.3941
-26.900000000007203,89.4439,0.3941
-26.800000000007202,89.4833,0.3940
-26.7000000000072,89.5227,0.3940
-26.6000000000072,89.5621,0.3940
-26.500000000007198,89.6015,0.3940
-26.400000000007196,89.6409,0.3940
-26.300000000007195,89.6803,0.3940
-26.200000000007194,89.7197,0.3940
-26.100000000007192,89.7591,0.3940
-26.00000000000719,89.7985,0.3939
-25.90000000000719,89.8378,0.3939
-25.800000000007188,89.8772,0.3939
-25.700000000007186,89.9166,0.3939
-25.600000000007185,89.9560,0.3939
-25.500000000007184,89.9954,0.3939
-25.400000000007182,90.0348,0.3939
-25.30000000000718,90.0742,0.3939
-25.20000000000718,90.1136,0.3938
-25.100000000007178,90.1530,0.3938
-25.000000000007176,90.1923,0.3938
-24.900000000007175,90.2317,0.3938
-24.800000000007174,90.2711,0.3938
-24.700000000007172,90.3105,0.3938
-24.60000000000717,90.3499,0.3938
-24.50000000000717,90.3892,0.3938
-24.400000000007168,90.4286,0.3937
-24.300000000007167,90.4680,0.3937
-24.200000000007165,90.5074,0.3937
-24.100000000007164,90.5467,0.3937
-24.000000000007162,90.5861,0.3937
-23.90000000000716,90.6255,0.3937
-23.80000000000716,90.6648,0.3937
-23.700000000007158,90.7042,0.3937
-23.600000000007157,90.7436,0.3936
-23.500000000007155,90.7829,0.3936
-23.400000000007154,90.8223,0.3936
-23.300000000007152,90.8617,0.3936
-23.20000000000715,90.9010,0.3936
-23.10000000000715,90.9404,0.3936
-23.000000000007148,90.9797,0.3936
-22.900000000007147,91.0191,0.3936
-22.800000000007145,91.0584,0.3935
-22.700000000007144,91.0978,0.3935
-22.600000000007142,91.1372,0.3935
-22.50000000000714,91.1765,0.3935
-22.40000000000714,91.2159,0.3935
-22.300000000007138,91.2552,0.3935
-22.200000000007137,91.2946,0.3935
-22.100000000007135,91.3339,0.3935
-22.000000000007134,91.3732,0.3934
-21.900000000007132,91.4126,0.3934
-21.80000000000713,91.4519,0.3934
-21.70000000000713,91.4913,0.3934
-21.600000000007128,91.5306,0.3934
-21.500000000007127,91.5700,0.3934
-21.400000000007125,91.6093,0.3934
-21.300000000007124,91.6486,0.3934
-21.200000000007122,91.6880,0.3934
-21.10000000000712,91.7273,0.3933
-21.00000000000712,91.7666,0.3933
-20.900000000007118,91.8060,0.3933
-20.800000000007117,91.8453,0.3933
-20.700000000007115,91.8846,0.3933
-20.600000000007114,91.9240,0.3933
-20.500000000007113,91.9633,0.3933
-20.40000000000711,92.0026,0.3933
-20.30000000000711,92.0419,0.3932
-20.20000000000711,92.0813,0.3932
-20.100000000007107,92.1206,0.3932
-20.000000000007105,92.1599,0.3932
-19.900000000007104,92.1992,0.3932
-19.800000000007103,92.2385,0.3932
-19.7000000000071,92.2779,0.3932
-19.6000000000071,92.3172,0.3932
-19.5000000000071,92.3565,0.3931
-19.400000000007097,92.3958,0.3931
-19.300000000007095,92.4351,0.3931
-19.200000000007094,92.4744,0.3931
-19.100000000007093,92.5137,0.3931
-19.00000000000709,92.5530,0.3931
-18.90000000000709,92.5923,0.3931
-18.80000000000709,92.6317,0.3931
-18.700000000007087,92.6710,0.3930
-18.600000000007086,92.7103,0.3930
-18.500000000007084,92.7496,0.3930
-18.400000000007083,92.7889,0.3930
-18.30000000000708,92.8282,0.3930
-18.20000000000708,92.8675,0.3930
-18.10000000000708,92.9068,0.3930
-18.000000000007077,92.9461,0.3930
-17.900000000007076,92.9854,0.3929
-17.800000000007074,93.0247,0.3929
-17.700000000007073,93.0639,0.3929
-17.60000000000707,93.1032,0.3929
-17.50000000000707,93.1425,0.3929
-17.40000000000707,93.1818,0.3929
-17.300000000007067,93.2211,0.3929
-17.200000000007066,93.2604,0.3929
-17.100000000007064,93.2997,0.3929
-17.000000000007063,93.3390,0.3928
-16.90000000000706,93.3782,0.3928
-16.80000000000706,93.4175,0.3928
-16.70000000000706,93.4568,0.3928
-16.600000000007057,93.4961,0.3928
-16.500000000007056,93.5354,0.3928
-16.400000000007054,93.5746,0.3928
-16.300000000007053,93.6139,0.3928
-16.20000000000705,93.6532,0.3927
-16.10000000000705,93.6925,0.3927
-16.00000000000705,93.7317,0.3927
-15.900000000007049,93.7710,0.3927
-15.80000000000705,93.8103,0.3927
-15.70000000000705,93.8495,0.3927
-15.60000000000705,93.8888,0.3927
-15.50000000000705,93.9281,0.3927
-15.40000000000705,93.9673,0.3926
-15.300000000007051,94.0066,0.3926
-15.200000000007051,94.0459,0.3926
-15.100000000007052,94.0851,0.3926
-15.000000000007052,94.1244,0.3926
-14.900000000007052,94.1637,0.3926
-14.800000000007053,94.2029,0.3926
-14.700000000007053,94.2422,0.3926
-14.600000000007054,94.2814,0.3925
-14.500000000007054,94.3207,0.3925
-14.400000000007054,94.3599,0.3925
-14.300000000007055,94.3992,0.3925
-14.200000000007055,94.4384,0.3925
-14.100000000007055,94.4777,0.3925
-14.000000000007056,94.5169,0.3925
-13.900000000007056,94.5562,0.3925
-13.800000000007056,94.5954,0.3925
-13.700000000007057,94.6347,0.3924
-13.600000000007057,94.6739,0.3924
-13.500000000007057,94.7132,0.3924
-13.400000000007058,94.7524,0.3924
-13.300000000007058,94.7916,0.3924
-13.200000000007059,94.8309,0.3924
-13.100000000007059,94.8701,0.3924
-13.00000000000706,94.9093,0.3924
-12.90000000000706,94.9486,0.3923
-12.80000000000706,94.9878,0.3923
-12.70000000000706,95.0270,0.3923
-12.60000000000706,95.0663,0.3923
-12.500000000007061,95.1055,0.3923
-12.400000000007061,95.1447,0.3923
-12.300000000007062,95.1840,0.3923
-12.200000000007062,95.2232,0.3923
-12.100000000007062,95.2624,0.3922
-12.000000000007063,95.3016,0.3922
-11.900000000007063,95.3409,0.3922
-11.800000000007064,95.3801,0.3922
-11.700000000007064,95.4193,0.3922
-11.600000000007064,95.4585,0.3922
-11.500000000007065,95.4977,0.3922
-11.400000000007065,95.5370,0.3922
-11.300000000007065,95.5762,0.3922
-11.200000000007066,95.6154,0.3921
-11.100000000007066,95.6546,0.3921
-11.000000000007066,95.6938,0.3921
-10.900000000007067,95.7330,0.3921
-10.800000000007067,95.7722,0.3921
-10.700000000007067,95.8115,0.3921
-10.600000000007068,95.8507,0.3921
-10.500000000007068,95.8899,0.3921
-10.400000000007068,95.9291,0.3920
-10.300000000007069,95.9683,0.3920
-10.20000000000707,96.0075,0.3920
-10.10000000000707,96.0467,0.3920
-10.00000000000707,96.0859,0.3920
-9.90000000000707,96.1251,0.3920
-9.80000000000707,96.1643,0.3920
-9.700000000007071,96.2035,0.3920
-9.600000000007071,96.2427,0.3920
-9.500000000007072,96.2819,0.3919
-9.400000000007072,96.3211,0.3919
-9.300000000007072,96.3602,0.3919
-9.200000000007073,96.3994,0.3919
-9.100000000007073,96.4386,0.3919
-9.000000000007073,96.4778,0.3919
-8.900000000007074,96.5170,0.3919
-8.800000000007074,96.5562,0.3919
-8.700000000007075,96.5954,0.3918
-8.600000000007075,96.6346,0.3918
-8.500000000007075,96.6737,0.3918
-8.400000000007076,96.7129,0.3918
-8.300000000007076,96.7521,0.3918
-8.200000000007076,96.7913,0.3918
-8.100000000007077,96.8305,0.3918
-8.000000000007077,96.8696,0.3918
-7.900000000007077,96.9088,0.3918
-7.800000000007078,96.9480,0.3917
-7.700000000007078,96.9872,0.3917
-7.600000000007078,97.0263,0.3917
-7.500000000007079,97.0655,0.3917
-7.400000000007079,97.1047,0.3917
-7.3000000000070795,97.1438,0.3917
-7.20000000000708,97.1830,0.3917
-7.10000000000708,97.2222,0.3917
-7.000000000007081,97.2613,0.3916
-6.900000000007081,97.3005,0.3916
-6.800000000007081,97.3397,0.3916
-6.700000000007082,97.3788,0.3916
-6.600000000007082,97.4180,0.3916
-6.500000000007082,97.4572,0.3916
-6.400000000007083,97.4963,0.3916
-6.300000000007083,97.5355,0.3916
-6.200000000007083,97.5746,0.3916
-6.100000000007084,97.6138,0.3915
-6.000000000007084,97.6529,0.3915
-5.9000000000070845,97.6921,0.3915
-5.800000000007085,97.7312,0.3915
-5.700000000007085,97.7704,0.3915
-5.6000000000070855,97.8095,0.3915
-5.500000000007086,97.8487,0.3915
-5.400000000007086,97.8878,0.3915
-5.300000000007087,97.9270,0.3914
-5.200000000007087,97.9661,0.3914
-5.100000000007087,98.0053,0.3914
-5.000000000007088,98.0444,0.3914
-4.900000000007088,98.0835,0.3914
-4.800000000007088,98.1227,0.3914
-4.700000000007089,98.1618,0.3914
-4.600000000007089,98.2010,0.3914
-4.500000000007089,98.2401,0.3914
-4.40000000000709,98.2792,0.3913
-4.30000000000709,98.3184,0.3913
-4.2000000000070905,98.3575,0.3913
-4.100000000007091,98.3966,0.3913
-4.000000000007091,98.4358,0.3913
-3.900000000007091,98.4749,0.3913
-3.800000000007091,98.5140,0.3913
-3.700000000007091,98.5531,0.3913
-3.600000000007091,98.5923,0.3912
-3.5000000000070908,98.6314,0.3912
-3.4000000000070907,98.6705,0.3912
-3.3000000000070906,98.7096,0.3912
-3.2000000000070905,98.7488,0.3912
-3.1000000000070904,98.7879,0.3912
-3.0000000000070903,98.8270,0.3912
-2.9000000000070902,98.8661,0.3912
-2.80000000000709,98.9052,0.3912
-2.70000000000709,98.9443,0.3911
-2.60000000000709,98.9835,0.3911
-2.50000000000709,99.0226,0.3911
-2.40000000000709,99.0617,0.3911
-2.3000000000070897,99.1008,0.3911
-2.2000000000070896,99.1399,0.3911
-2.1000000000070895,99.1790,0.3911
-2.0000000000070894,99.2181,0.3911
-1.9000000000070894,99.2572,0.3910
-1.8000000000070893,99.2963,0.3910
-1.7000000000070892,99.3354,0.3910
-1.600000000007089,99.3745,0.3910
-1.500000000007089,99.4136,0.3910
-1.400000000007089,99.4527,0.3910
-1.3000000000070888,99.4918,0.3910
-1.2000000000070887,99.5309,0.3910
-1.1000000000070886,99.5700,0.3910
-1.0000000000070886,99.6091,0.3909
-0.9000000000070886,99.6482,0.3909
-0.8000000000070886,99.6873,0.3909
-0.7000000000070886,99.7264,0.3909
-0.6000000000070886,99.7655,0.3909
-0.5000000000070887,99.8046,0.3909
-0.4000000000070887,99.8437,0.3909
-0.3000000000070887,99.8827,0.3909
-0.2000000000070887,99.9218,0.3909
-0.1000000000070887,99.9609,0.3908
-7.088690745504778e-12,100.0000,0.3908
0.09999999999291131,100.0391,0.3908
0.19999999999291132,100.0782,0.3908
0.2999999999929113,100.1172,0.3908
0.39999999999291136,100.1563,0.3908
0.49999999999291134,100.1954,0.3908
0.5999999999929113,100.2345,0.3908
0.6999999999929113,100.2736,0.3907
0.7999999999929113,100.3126,0.3907
0.8999999999929112,100.3517,0.3907
0.9999999999929112,100.3908,0.3907
1.0999999999929113,100.4298,0.3907
1.1999999999929114,100.4689,0.3907
1.2999999999929115,100.5080,0.3907
1.3999999999929116,100.5470,0.3907
1.4999999999929117,100.5861,0.3907
1.5999999999929118,100.6252,0.3906
1.6999999999929118,100.6642,0.3906
1.799999999992912,100.7033,0.3906
1.899999999992912,100.7424,0.3906
1.9999999999929121,100.7814,0.3906
2.099999999992912,100.8205,0.3906
2.199999999992912,100.8595,0.3906
2.299999999992912,100.8986,0.3906
2.3999999999929122,100.9377,0.3906
2.4999999999929123,100.9767,0.3905
2.5999999999929124,101.0158,0.3905
2.6999999999929125,101.0548,0.3905
2.7999999999929126,101.0939,0.3905
2.8999999999929127,101.1329,0.3905
2.999999999992913,101.1720,0.3905
3.099999999992913,101.2110,0.3905
3.199999999992913,101.2501,0.3905
3.299999999992913,101.2891,0.3904
3.399999999992913,101.3282,0.3904
3.4999999999929132,101.3672,0.3904
3.5999999999929133,101.4062,0.3904
3.6999999999929134,101.4453,0.3904
3.7999999999929135,101.4843,0.3904
3.8999999999929136,101.5234,0.3904
3.9999999999929137,101.5624,0.3904
4.099999999992914,101.6014,0.3904
4.199999999992913,101.6405,0.3903
4.299999999992913,101.6795,0.3903
4.399999999992913,101.7185,0.3903
4.499999999992912,101.7576,0.3903
4.599999999992912,101.7966,0.3903
4.699999999992912,101.8356,0.3903
4.799999999992911,101.8747,0.3903
4.899999999992911,101.9137,0.3903
4.999999999992911,101.9527,0.3903
5.09999999999291,101.9917,0.3902
5.19999999999291,102.0308,0.3902
5.2999999999929095,102.0698,0.3902
5.399999999992909,102.1088,0.3902
5.499999999992909,102.1478,0.3902
5.599999999992908,102.1868,0.3902
5.699999999992908,102.2259,0.3902
5.799999999992908,102.2649,0.3902
5.899999999992907,102.3039,0.3901
5.999999999992907,102.3429,0.3901
6.099999999992907,102.3819,0.3901
6.199999999992906,102.4209,0.3901
6.299999999992906,102.4599,0.3901
6.399999999992906,102.4989,0.3901
6.499999999992905,102.5380,0.3901
6.599999999992905,102.5770,0.3901
6.6999999999929045,102.6160,0.3901
6.799999999992904,102.6550,0.3900
6.899999999992904,102.6940,0.3900
6.9999999999929035,102.7330,0.3900
7.099999999992903,102.7720,0.3900
7.199999999992903,102.8110,0.3900
7.299999999992902,102.8500,0.3900
7.399999999992902,102.8890,0.3900
7.499999999992902,102.9280,0.3900
7.599999999992901,102.9670,0.3900
7.699999999992901,103.0060,0.3899
7.799999999992901,103.0450,0.3899
7.8999999999929,103.0840,0.3899
7.9999999999929,103.1229,0.3899
8.0999999999929,103.1619,0.3899
8.1999999999929,103.2009,0.3899
8.299999999992899,103.2399,0.3899
8.399999999992898,103.2789,0.3899
8.499999999992898,103.3179,0.3898
8.599999999992898,103.3569,0.3898
8.699999999992897,103.3958,0.3898
8.799999999992897,103.4348,0.3898
8.899999999992897,103.4738,0.3898
8.999999999992896,103.5128,0.3898
9.099999999992896,103.5518,0.3898
9.199999999992896,103.5907,0.3898
9.299999999992895,103.6297,0.3898
9.399999999992895,103.6687,0.3897
9.499999999992895,103.7077,0.3897
9.599999999992894,103.7466,0.3897
9.699999999992894,103.7856,0.3897
9.799999999992894,103.8246,0.3897
9.899999999992893,103.8636,0.3897
9.999999999992893,103.9025,0.3897
10.099999999992892,103.9415,0.3897
10.199999999992892,103.9805,0.3897
10.299999999992892,104.0194,0.3896
10.399999999992891,104.0584,0.3896
10.499999999992891,104.0973,0.3896
10.59999999999289,104.1363,0.3896
10.69999999999289,104.1753,0.3896
10.79999999999289,104.2142,0.3896
10.89999999999289,104.2532,0.3896
10.99999999999289,104.2921,0.3896
11.099999999992889,104.3311,0.3895
11.199999999992889,104.3701,0.3895
11.299999999992888,104.4090,0.3895
11.399999999992888,104.4480,0.3895
11.499999999992887,104.4869,0.3895
11.599999999992887,104.5259,0.3895
11.699999999992887,104.5648,0.3895
11.799999999992886,104.6038,0.3895
11.899999999992886,104.6427,0.3895
11.999999999992886,104.6816,0.3894
12.099999999992885,104.7206,0.3894
12.199999999992885,104.7595,0.3894
12.299999999992885,104.7985,0.3894
12.399999999992884,104.8374,0.3894
12.499999999992884,104.8764,0.3894
12.599999999992884,104.9153,0.3894
12.699999999992883,104.9542,0.3894
12.799999999992883,104.9932,0.3894
12.899999999992882,105.0321,0.3893
12.999999999992882,105.0710,0.3893
13.099999999992882,105.1100,0.3893
13.199999999992881,105.1489,0.3893
13.299999999992881,105.1878,0.3893
13.39999999999288,105.2268,0.3893
13.49999999999288,105.2657,0.3893
13.59999999999288,105.3046,0.3893
13.69999999999288,105.3435,0.3892
13.79999999999288,105.3825,0.3892
13.899999999992879,105.4214,0.3892
13.999999999992879,105.4603,0.3892
14.099999999992878,105.4992,0.3892
14.199999999992878,105.5381,0.3892
14.299999999992878,105.5771,0.3892
14.399999999992877,105.6160,0.3892
14.499999999992877,105.6549,0.3892
14.599999999992876,105.6938,0.3891
14.699999999992876,105.7327,0.3891
14.799999999992876,105.7716,0.3891
14.899999999992875,105.8105,0.3891
14.999999999992875,105.8495,0.3891
15.099999999992875,105.8884,0.3891
15.199999999992874,105.9273,0.3891
15.299999999992874,105.9662,0.3891
15.399999999992874,106.0051,0.3891
15.499999999992873,106.0440,0.3890
15.599999999992873,106.0829,0.3890
15.699999999992873,106.1218,0.3890
15.799999999992872,106.1607,0.3890
15.899999999992872,106.1996,0.3890
15.999999999992871,106.2385,0.3890
16.09999999999287,106.2774,0.3890
16.199999999992873,106.3163,0.3890
16.299999999992874,106.3552,0.3889
16.399999999992875,106.3941,0.3889
16.499999999992877,106.4330,0.3889
16.59999999999288,106.4719,0.3889
16.69999999999288,106.5108,0.3889
16.79999999999288,106.5496,0.3889
16.899999999992882,106.5885,0.3889
16.999999999992884,106.6274,0.3889
17.099999999992885,106.6663,0.3889
17.199999999992887,106.7052,0.3888
17.299999999992888,106.7441,0.3888
17.39999999999289,106.7830,0.3888
17.49999999999289,106.8218,0.3888
17.599999999992892,106.8607,0.3888
17.699999999992894,106.8996,0.3888
17.799999999992895,106.9385,0.3888
17.899999999992897,106.9774,0.3888
17.999999999992898,107.0162,0.3888
18.0999999999929,107.0551,0.3887
18.1999999999929,107.0940,0.3887
18.299999999992902,107.1328,0.3887
18.399999999992904,107.1717,0.3887
18.499999999992905,107.2106,0.3887
18.599999999992907,107.2495,0.3887
18.699999999992908,107.2883,0.3887
18.79999999999291,107.3272,0.3887
18.89999999999291,107.3661,0.3886
18.999999999992912,107.4049,0.3886
19.099999999992914,107.4438,0.3886
19.199999999992915,107.4826,0.3886
19.299999999992917,107.5215,0.3886
19.399999999992918,107.5604,0.3886
19.49999999999292,107.5992,0.3886
19.59999999999292,107.6381,0.3886
19.699999999992922,107.6769,0.3886
19.799999999992924,107.7158,0.3885
19.899999999992925,107.7546,0.3885
19.999999999992927,107.7935,0.3885
20.099999999992928,107.8324,0.3885
20.19999999999293,107.8712,0.3885
20.29999999999293,107.9101,0.3885
20.399999999992932,107.9489,0.3885
20.499999999992934,107.9877,0.3885
20.599999999992935,108.0266,0.3885
20.699999999992936,108.0654,0.3884
20.799999999992938,108.1043,0.3884
20.89999999999294,108.1431,0.3884
20.99999999999294,108.1820,0.3884
21.099999999992942,108.2208,0.3884
21.199999999992944,108.2596,0.3884
21.299999999992945,108.2985,0.3884
21.399999999992946,108.3373,0.3884
21.499999999992948,108.3762,0.3883
21.59999999999295,108.4150,0.3883
21.69999999999295,108.4538,0.3883
21.799999999992952,108.4926,0.3883
21.899999999992954,108.5315,0.3883
21.999999999992955,108.5703,0.3883
22.099999999992956,108.6091,0.3883
22.199999999992958,108.6480,0.3883
22.29999999999296,108.6868,0.3883
22.39999999999296,108.7256,0.3882
22.499999999992962,108.7644,0.3882
22.599999999992963,108.8033,0.3882
22.699999999992965,108.8421,0.3882
22.799999999992966,108.8809,0.3882
22.899999999992968,108.9197,0.3882
22.99999999999297,108.9585,0.3882
23.09999999999297,108.9974,0.3882
23.199999999992972,109.0362,0.3882
23.299999999992973,109.0750,0.3881
23.399999999992975,109.1138,0.3881
23.499999999992976,109.1526,0.3881
23.599999999992978,109.1914,0.3881
23.69999999999298,109.2302,0.3881
23.79999999999298,109.2690,0.3881
23.899999999992982,109.3078,0.3881
23.999999999992983,109.3467,0.3881
24.099999999992985,109.3855,0.3880
24.199999999992986,109.4243,0.3880
24.299999999992988,109.4631,0.3880
24.39999999999299,109.5019,0.3880
24.49999999999299,109.5407,0.3880
24.599999999992992,109.5795,0.3880
24.699999999992993,109.6183,0.3880
24.799999999992995,109.6571,0.3880
24.899999999992996,109.6959,0.3880
24.999999999992998,109.7347,0.3879
25.099999999993,109.7734,0.3879
25.199999999993,109.8122,0.3879
25.299999999993002,109.8510,0.3879
25.399999999993003,109.8898,0.3879
25.499999999993005,109.9286,0.3879
25.599999999993006,109.9674,0.3879
25.699999999993008,110.0062,0.3879
25.79999999999301,110.0450,0.3879
25.89999999999301,110.0838,0.3878
25.999999999993012,110.1225,0.3878
26.099999999993013,110.1613,0.3878
26.199999999993015,110.2001,0.3878
26.299999999993016,110.2389,0.3878
26.399999999993017,110.2777,0.3878
26.49999999999302,110.3164,0.3878
26.59999999999302,110.3552,0.3878
26.69999999999302,110.3940,0.3877
26.799999999993023,110.4328,0.3877
26.899999999993025,110.4715,0.3877
26.999999999993026,110.5103,0.3877
27.099999999993027,110.5491,0.3877
27.19999999999303,110.5879,0.3877
27.29999999999303,110.6266,0.3877
27.39999999999303,110.6654,0.3877
27.499999999993033,110.7042,0.3877
27.599999999993035,110.7429,0.3876
27.699999999993036,110.7817,0.3876
27.799999999993037,110.8204,0.3876
27.89999999999304,110.8592,0.3876
27.99999999999304,110.8980,0.3876
28.09999999999304,110.9367,0.3876
28.199999999993043,110.9755,0.3876
28.299999999993044,111.0142,0.3876
28.399999999993046,111.0530,0.3875
28.499999999993047,111.0917,0.3875
28.59999999999305,111.1305,0.3875
28.69999999999305,111.1693,0.3875
28.79999999999305,111.2080,0.3875
28.899999999993053,111.2468,0.3875
28.999999999993054,111.2855,0.3875
29.099999999993056,111.3242,0.3875
29.199999999993057,111.3630,0.3875
29.29999999999306,111.4017,0.3874
29.39999999999306,111.4405,0.3874
29.49999999999306,111.4792,0.3874
29.599999999993063,111.5180,0.3874
29.699999999993064,111.5567,0.3874
29.799999999993066,111.5954,0.3874
29.899999999993067,111.6342,0.3874
29.99999999999307,111.6729,0.3874
30.09999999999307,111.7117,0.3874
30.19999999999307,111.7504,0.3873
30.299999999993073,111.7891,0.3873
30.399999999993074,111.8279,0.3873
30.499999999993076,111.8666,0.3873
30.599999999993077,111.9053,0.3873
30.69999999999308,111.9441,0.3873
30.79999999999308,111.9828,0.3873
30.89999999999308,112.0215,0.3873
30.999999999993083,112.0602,0.3872
